"","full_address","latitude","longitude","total_leasedSF","company_list","sector_list","lease_count","crimes_within_500m","crime_score","weighted_routes","accesibilty","internal_class","price_multiplier"
"73","110 William St, New York, NY, 10038",40.7087066,-74.0069715,1020215,"Velez Organization; NA; Tip Top Capital; NA; Knotel; The City Of New York Department Of Citywide Administrative Services (Dcas); NA; NA; ACS; NA; Knotel; NA; School Construction Authority; NA; NA; NA","NA; Financial Services And Insurance; Coworking And Executive Suite Companies; Government; Tbd",16,678,0.760930888575458,28.6063735509531,0.806267920797346,"O",56882317.9752072
"74","111 Broadway, New York, NY, 10006",40.7085239,-74.0112472,183391,"Grapeshot; Photoshelter; NA; NA; NA; Signature Bank; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; Solutionflows; NA; NA; NA; NA; Cornell Grace,; NA; Investors Bank; NA; NA; NA","Technology, Advertising, Media, And Information; NA; Financial Services And Insurance; Legal Services; Unclassifiable",32,675,0.761988716502116,27.8179191743164,0.784045409098612,"O",10225006.6660373
"75","111 Fifth Ave, New York, NY, 10003",40.912689,-73.8092467,205830,"Love Shack Factory; NBBJ; NA; NA; Vita Coco; Taconic Investment Partners; Express","Retail; Coworking And Executive Suite Companies; Tbd; NA; Financial Services And Insurance",7,0,1,0,0,"O",11476098.1840464
"76","111 John St, New York, NY, 10038",40.7077753,-74.0055755,118053,"NA; True North Acupuncture; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; Christophe Law Firm; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA",NA,54,558,0.803244005641749,25.4652560348003,0.717735822025104,"O",6582071.70442224
"77","111 W 33rd St, New York, NY, 10001",40.7493864,-73.9886217,726821,"NA; Anaplan; NA; Securityscorecard; NA; Naik Consulting Group; NA; Jrm Construction Management; Nespresso; L'occitane; NA; NA; NA; NA; NA; NA; NA; Clearview Healthcare Partners; NA; Interpublic Group Of; Interpublic Group; Easyknock; NA; Diligent; Diligent Partners; Fojp Service; NA; Clearview Healthcare Partners; NA; Luminus Management; NA; Chd Home Textiles; NA; Elemis; L'occitane; NA","NA; Technology, Advertising, Media, And Information; Business, Professional, And Consulting Services (Except Financial And Legal) - Including Accounting; Construction, Engineering And Architecture; Retail; Financial Services And Insurance; Healthcare; Tbd",36,1515,0.465796897038082,31.2964111884284,0.882086376043716,"O",40524069.1746917
"78","111-119 W 19th St, New York, NY, 10011",40.740965,-73.9958313,138000,"Flexport; NA; Ripple; New Fortress Energy; Outbrain; Clay Labs","Technology, Advertising, Media, And Information; NA; Financial Services And Insurance; Energy & Utilities",6,767,0.729548660084626,24.9980984169527,0.70456902894818,"O",7694221.19904
"79","1114 Avenue of the Americas, New York, NY, 10036",40.7546914,-73.9826746,1128597,"Campari America; NA; Steptoe & Johnson; Israel Discount Bank; NA; Hg Capital; NA; NA; NA; Amp Capital Investors; NA; Vinson & Elkins; Evershed Sutherland; Colliers; Istar; NA; NA; The Trade Desk; Vinson & Elkins; Israel Discount Bank (Idb); Bain &; Antin Infrastructure Partners; Brunswick Group; Flow Traders; NA; The Trade Desk; NA; NA; NA; NA; Arch Insurance; NA; NA","Retail; NA; Legal Services; Financial Services And Insurance; Tbd; Real Estate (Except Coworking Providers); Technology, Advertising, Media, And Information; Business, Professional, And Consulting Services (Except Financial And Legal) - Including Accounting",33,1102,0.611424541607898,33.976631029285,0.957628117625119,"A",94387771.3323147
"80","112-114 W 14th St, New York, NY, 10011",40.7391662,-74.0011109,15931,"Demandbase","Technology, Advertising, Media, And Information",1,524,0.815232722143865,20.280104474125,0.571592817900573,"O",955093.017936
"81","112-116 Madison Ave, New York, NY, 10016",40.7480989,-73.9827173,24750,"NA; NA; NA",NA,3,610,0.78490832157969,24.6448550174205,0.694612897292103,"O",1483808.436
"82","1120 Avenue of the Americas, New York, NY, 10036",40.7559085,-73.9830221,567795,"NA; NA; Revolvercap; NA; NA; NA; Israel Englander; NA; Hedge Fund; NA; Sojitz Corporation Of America; NA; NA; NA; Bbc Studios; NA; NA; AWAS; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; Mariana Everest Capital Consultants; NA; Squire Patton Boggs; Captain Capital Management; Outset Global; NA; NA; NA; NA; NA; NA; NA; NA; Indeed; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; Investment; NA; BBC; Quantcast; NA; NA; NA; NA; NA; NA","NA; Financial Services And Insurance; Retail; Tbd; Technology, Advertising, Media, And Information; Legal Services; Business, Professional, And Consulting Services (Except Financial And Legal) - Including Accounting",69,1412,0.502115655853315,34.875702596874,0.982968364341708,"A",47486307.8881404
"83","1123 Broadway, New York, NY, 10010",40.7433234,-73.9892375,51220,"NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA",NA,65,749,0.73589562764457,24.7992459397129,0.698964390769071,"O",2855782.6798176
"84","1133 Avenue of the Americas, New York, NY, 10036",40.7557898,-73.9836408,187379,"NA; NA; NA; NA; Interactive Brokers Group; NA; Take-Two Interactive; Take-Two Interactive; Gcube Insurance; Charles Schwab; NA; Schindler Elevator; NA; NA; Nussbaum Law Firm","NA; Financial Services And Insurance; Technology, Advertising, Media, And Information; Manufacturing (Except Pharmaceutical, Retail, And Computer Tech); Legal Services",15,1383,0.512341325811001,35.1276276828837,0.990068848956856,"A",15671037.7614665
"85","1133 Broadway, New York, NY, 10010",40.7435762,-73.9892435,108874,"NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA",NA,105,747,0.736600846262341,25.0707122167589,0.706615641997075,"O",6070294.48423392
"86","114 Crosby St, New York, NY, 10012",43.0386545,-77.093275,89238,"NA; NA; Pilates Studio; NA; NA; NA; NA; NA; NA; Dubin Research & Consulting; NA; NA; NA; Khaite; NA; NA; NA; NA; Arc'teryx","NA; Business, Professional, And Consulting Services (Except Financial And Legal) - Including Accounting; Retail",19,0,1,0,0,"O",4975484.86492704
"87","114 W 26th St, New York, NY, 10001",40.7449804,-73.9923808,37200,"NA; NA; NA; NA",NA,4,632,0.777150916784203,26.1544254497859,0.737159996512228,"O",2230209.0432
"88","114 W 41st St, New York, NY, 10036",40.7544782,-73.9855838,257684,"Demandbase; Roku; Anaheiser Busch; Snowflake Computing; NA; Celonis; Analytic Partners; NA; NA; Spring Fertility; NA; NA; View The Space","Technology, Advertising, Media, And Information; Manufacturing (Except Pharmaceutical, Retail, And Computer Tech); Tbd; NA; Healthcare",13,1594,0.437940761636107,35.4754387066414,0.999871869617828,"O",14367229.6771987
"89","114 W 47th St, New York, NY, 10036",40.7581783,-73.9829836,133417,"NA; Ifm Investors Pty; NA; Directv; Ifm Investors; NA; NA; NA; L.e.k. Consulting","NA; Financial Services And Insurance; Technology, Advertising, Media, And Information; Business, Professional, And Consulting Services (Except Financial And Legal) - Including Accounting",9,1437,0.493300423131171,34.7251750881284,0.978725760808515,"A",11158042.496873
"90","114-116 Fifth Ave, New York, NY, 10011",40.8021613,-73.9453686,523384,"NA; Chainalysis; Splice; Liveramp; Via; NA; Capital One; Unqork; Chainalysis; Happify; Headway; Schvey Inc. (Dba Axoni); Capital One","NA; Technology, Advertising, Media, And Information; Transportation; Financial Services And Insurance",13,588,0.792665726375176,9.17036957685203,0.258465995296541,"O",29181393.2466547
"91","114-116 Fifth Ave, New York, NY, 10011",40.8021613,-73.9453686,523384,"NA; Chainalysis; Splice; Liveramp; Via; NA; Capital One; Unqork; Chainalysis; Happify; Headway; Schvey Inc. (Dba Axoni); Capital One","NA; Technology, Advertising, Media, And Information; Transportation; Financial Services And Insurance",13,588,0.792665726375176,9.17036957685203,0.258465995296541,"A",43772089.8699821
"92","1140 Avenue of the Americas, New York, NY, 10036",40.7561716,-73.9827853,222790,"NA; NA; Almanac Realty Investors; Psl Group; NA; NA; Knighthead Capital Management; Shapiro Arato Bach; NA; NA; Amerra Capital Management; City National Bank; NA; Vatic Labs; PSL; Aristeia Capital; NA; Vanbridge (Epic Insurance Company); NA","NA; Financial Services And Insurance; Business, Professional, And Consulting Services (Except Financial And Legal) - Including Accounting; Legal Services; Unclassifiable",19,1424,0.497884344146685,34.8287731310701,0.981645661806539,"A",18632560.2275448
"93","1140 Broadway, New York, NY, 10001",40.7439474,-73.9886677,100427,"NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; Kohler; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA","NA; Manufacturing (Except Pharmaceutical, Retail, And Computer Tech)",29,807,0.715444287729196,25.3017719839499,0.713128039583618,"O",5599330.08953616
"94","115 Broadway, New York, NY, 10006",40.7089388,-74.0114723,185341,"Johannes Leonardo; NA; NA; Triad Securities; New York Academy Of Sciences; Stajets; NA; NA; NA; Recycle Track Systems; NA; NA; Downtown, Investors Bank; Goldensource; NA","Technology, Advertising, Media, And Information; NA; Financial Services And Insurance; Associations And Non-Profit Organizations (Except Education And Non-Profit Hospitals); Energy & Utilities; Unclassifiable",15,644,0.772919605077574,28.0924659211125,0.791783483073865,"O",10333729.3568933
"95","115 E 23rd St, New York, NY, 10010",40.7400014,-73.985502,36840,"NA; NA; NA; NA; Starpro Physical Therapy; NA","NA; Tbd; Healthcare; Unclassifiable",6,550,0.806064880112835,17.5350445960752,0.494223566030978,"O",2208626.37504
"96","115 E 57th St, New York, NY, 10022",40.7614336,-73.9699236,26050,"NA; NA; NA; NA; NA",NA,5,387,0.863540197461213,19.6654866218805,0.554269872126569,"O",1561745.8488
"97","115 W 18th St, New York, NY, 10011",40.7401457,-73.9954736,152398,"ADP; NA; Navan; Roland Foods-Pro; NA","Business, Professional, And Consulting Services (Except Financial And Legal) - Including Accounting; Tbd; Technology, Advertising, Media, And Information; Retail",5,659,0.767630465444288,25.2472285942963,0.711590739328103,"O",8496984.94413984
"98","115-117 W 27th St, New York, NY, 10001",40.7508114,-74.0037473,29000,"Sag & Hair; NA; NA; Urban Studio; NA; NA; Kafene","NA; Technology, Advertising, Media, And Information",7,264,0.906911142454161,7.21737740311868,0.203421096423051,"O",1738603.824
"99","115-125 W 30th St, New York, NY, 10001",40.7498022,-73.9955945,136907,"NA; Knotel; NA; NA; Fundamental Interactions; Magnetic Builders; NA; NA; Vendelux; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; Pi Art Center; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; Peak Outcomes; NA; NA; NA; NA; W Accessories; Vesta Healthcare","NA; Coworking And Executive Suite Companies; Technology, Advertising, Media, And Information; Personal Services And Recreation; Healthcare",41,1053,0.6287023977433,22.9744529269639,0.647532773068418,"O",7633280.73693456
"100","1155 Avenue of the Americas, New York, NY, 10036",40.7566973,-73.9832747,873401,"South Street Securities; White Oak Securities; Indeed; NA; Jenner & Block; American Equity Investment Life Insurance; Robert W. Baird &; NA; Netflix; R3; Global Relay; Benesch, Friedlander, Coplan & Aronoff; NA; Everest; Acsel Health; Deutsche Boerse; Genpact; Perkins Coie; Knobbe Martens; NA; NA; NA; Francisco Partners; Mn8 Energy; Health Management Associates; The Durst Organization; NA; NA; NA; BKD; Freeborn; Clsa Americas; Jenner & Block; Ima New York; NA","Financial Services And Insurance; Technology, Advertising, Media, And Information; NA; Legal Services; Tbd; Business, Professional, And Consulting Services (Except Financial And Legal) - Including Accounting; Energy & Utilities; Healthcare; Real Estate (Except Coworking Providers)",35,1421,0.498942172073343,35.0568277944689,0.988073360828197,"A",73045005.3202471
"101","1156 Avenue of the Americas, New York, NY, 10036",40.7564724,-73.9824631,116893,"NA; NA; Wework; Billion Elements; NA; NA; NA; Wework; NA; NA; Michael Page","NA; Coworking And Executive Suite Companies; Unclassifiable; Business, Professional, And Consulting Services (Except Financial And Legal) - Including Accounting",11,1460,0.485190409026798,34.777732569824,0.980207088436904,"O",6517395.64216944
"102","116 E 16th St, New York, NY, 10003",40.7353379,-73.988463,32500,"Withsecure; NA; NA; NA; NA","Technology, Advertising, Media, And Information; NA",5,708,0.750352609308886,20.5517412149788,0.579248873634807,"O",1948435.32
"103","116 E 27th St, New York, NY, 10016",40.7421743,-73.9838161,14800,"NA; NA","NA; Tbd",2,650,0.77080394922426,17.3250687791048,0.488305417578331,"O",887287.4688
"104","116 Nassau St, New York, NY, 10038",40.7107286,-74.0070698,2210,"NA; NA; NA",NA,3,743,0.738011283497884,31.5225845176905,0.888461049841467,"O",132493.60176
"105","116 W 23rd St, New York, NY, 10011",40.743065,-73.9934173,42047,"Ro; NA","Healthcare; Tbd",2,746,0.736953455571227,25.2831483387621,0.712603133913332,"O",2520795.689232
"106","116 W Houston St, New York, NY, 10012",40.727767,-74.0008748,34848,"NA; NA; NA; NA; NA; NA; NA",NA,7,738,0.739774330042313,23.1442840788036,0.652319447948286,"O",2089202.277888
"107","1165 Broadway, New York, NY, 10001",40.7448287,-73.9890064,46286,"NA; NA; Christian Louboutin","NA; Tbd; Retail",3,700,0.753173483779972,26.5992202285267,0.7496964950935,"A",4162397.410224
"108","1166 Avenue of the Americas, New York, NY, 10036",40.7568778,-73.9820036,583207,"Axis Capital; NA; Cna Insuatance; NA; Arcesium; Fti Consulting; Cohen & Steers; William Blair &; Ryan Specialty Group; William Blair; ISS","Financial Services And Insurance; NA; Technology, Advertising, Media, And Information; Business, Professional, And Consulting Services (Except Financial And Legal) - Including Accounting",11,1336,0.528913963328632,34.6548156951934,0.976742688003106,"A",48775257.2046578
"109","1177 Avenue Of The Americas, New York, NY, 10036",40.7573123,-73.9827582,373938,"Mill Point Capital; Signature Bank; Tradeweb Markets; Gates Capital; Ymca Retirement Fund; Atlantic Trust Group; NA; Institutional Shareholder Services; NA; Tradeweb Markets; Tremor Video Dsp; Kbc Bank; Metalmark Management; Columbia Investment Management; Faegre Drinker Biddle & Reath; Andersen Tax; Tremor Video Dsp; Mill Point Capital","Financial Services And Insurance; NA; Business, Professional, And Consulting Services (Except Financial And Legal) - Including Accounting; Legal Services; Technology, Advertising, Media, And Information",18,1478,0.478843441466855,34.960797851507,0.9853667660091,"A",31273496.5948546
"110","118 E 28th St, New York, NY, 10016",40.7427952,-73.9833003,30178,"NA; NA; NA; NA; NA; Merchant Refi; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; Margolis Associates; Solato Usa; NA; NA; NA","NA; Financial Services And Insurance",22,705,0.751410437235543,17.543695220606,0.494467383061531,"O",1809227.110368
"111","118 W 22nd St, New York, NY, 10011",40.7427391,-73.9945858,8250,NA,NA,1,728,0.743300423131171,24.7720001771589,0.698196471539958,"O",494602.812
"112","1180 Avenue of the Americas, New York, NY, 10036",40.7571733,-73.9814382,108393,"Selfhelp; Advantage Capital Holdings; Orangetheory Fitness; Clark Hill; Compensation Advisory Partners; American National Standards Institute; HAYMAN-WOODWARD; NA","Associations And Non-Profit Organizations (Except Education And Non-Profit Hospitals); Financial Services And Insurance; NA; Legal Services; Business, Professional, And Consulting Services (Except Financial And Legal) - Including Accounting; Unclassifiable",8,1225,0.568053596614951,34.359839309344,0.968428806592044,"A",9065214.33073416
"113","1185 Avenue of the Americas, New York, NY, 10036",40.7578147,-73.982208,758606,"NA; NA; NA; Lockton; Ryan Specialty; Slatebrook; Syska Hennessy; NA; NA; Lankler Siffert Wohl; Westfield Insurance; NA; Oc&C Strategy Consultants; Industrial And Commercial Bank Of China; Schiff Hardin; NA; NA; NA; Hartree Partners,; NA; NA; King & Spalding; Glenn Agre Bergman & Fuentes; Industrial And Commercial Bank Of China; ICBC; NA; NA","NA; Financial Services And Insurance; Construction, Engineering And Architecture; Legal Services; Business, Professional, And Consulting Services (Except Financial And Legal) - Including Accounting; Energy & Utilities; Unclassifiable",27,1236,0.564174894217207,34.7559332597687,0.97959267695403,"A",63444373.5534667
